No.,Player Name,Position,Player_ID,Year,Country_ID,Nationality,Age,Height,Total Points,Average by Match,Attack Points,Efficiency,Attack Avg Points,Block Points,Block Success,Block Avg Points,Serve Points,Serve Success,Serve Avg Points
27.0,Valizadeh Mohammad,MB,174373,2022,5826,Iran,21.0,204cm,-,-,-,-,-,-,-,-,-,-,-
49.0,Sharifi Morteza,OH,152742,2022,5826,Iran,23.0,193cm,50,3.85,40,54.79%,3.08,3,18.75%,0.23,7,11.86%,0.54
77.0,Daneshdoust Ehsan,OH,163174,2022,5826,Iran,23.0,192cm,1,0.20,1,100%,0.20,0,-,-,0,-,-
,Behrouz Ataei Nouri,COACH,N/A,2022,5826,,,,,,,,,,,,,,
5.0,Michieletto Alessandro,OH,171191,2022,5827,Italy,21.0,205cm,120,10.91,100,48.54%,9.09,10,22.73%,0.91,10,6.58%,0.91
6.0,Giannelli Simone,S,144005,2022,5827,Italy,26.0,200cm,64,4.27,29,58.00%,1.93,23,26.74%,1.53,12,5.63%,0.80
7.0,Balaso Fabio,L,150436,2022,5827,Italy,27.0,178cm,0,0.00,0,-,-,0,-,-,0,-,-
8.0,Sbertoli Riccardo,S,152370,2022,5827,Italy,24.0,188cm,1,0.09,0,-,-,1,14.29%,0.09,0,0.00%,0.00
10.0,Scanferla Leonardo,L,181128,2022,5827,Italy,24.0,184cm,0,0.00,0,-,-,0,-,-,0,-,-
12.0,Bottolo Mattia,OH,163447,2022,5827,Italy,23.0,196cm,59,3.93,45,41.67%,3.00,5,17.24%,0.33,9,11.84%,0.60
14.0,Galassi Gianluca,MB,152408,2022,5827,Italy,25.0,201cm,90,6.00,60,57.69%,4.00,21,21.21%,1.40,9,7.69%,0.60
15.0,Lavia Daniele,OH,153200,2022,5827,Italy,23.0,200cm,148,13.45,125,49.41%,11.36,14,26.92%,1.27,9,6.04%,0.82
16.0,Romanò Yuri,O,162520,2022,5827,Italy,25.0,201cm,144,9.60,120,46.51%,8.00,12,20.34%,0.80,12,8.76%,0.80
18.0,Gironi Fabrizio,OH,163032,2022,5827,Italy,23.0,200cm,0,-,0,-,-,0,-,-,0,-,-
19.0,Russo Roberto,MB,152405,2022,5827,Italy,26.0,207cm,34,4.86,22,64.71%,3.14,10,25.00%,1.43,2,4.00%,0.29
20.0,Rinaldi Tommaso,OH,172962,2022,5827,Italy,21.0,200cm,-,-,-,-,-,-,-,-,-,-,-
28.0,Sanguinetti Giovanni,MB,174076,2022,5827,Italy,22.0,203cm,-,-,-,-,-,-,-,-,-,-,-
30.0,Mosca Leandro Ausibio,MB,174074,2022,5827,Italy,22.0,208cm,14,2.33,9,75.00%,1.50,5,25.00%,0.83,0,0.00%,0.00
,Ferdinando De Giorgi,COACH,N/A,2022,5827,,,,,,,,,,,,,,
2.0,Onodera Taishi,MB,142565,2022,5828,Japan,27.0,200cm,57,4.38,43,58.90%,3.31,9,13.85%,0.69,5,3.82%,0.38
4.0,Miyaura Kento,O,163038,2022,5828,Japan,24.0,190cm,43,4.78,39,46.43%,4.33,2,11.11%,0.22,2,5.13%,0.22
5.0,Otsuka Tatsunori,OH,163516,2022,5828,Japan,22.0,194cm,68,5.23,65,45.14%,5.00,1,4.17%,0.08,2,2.74%,0.15
6.0,Yamauchi Akihiro,MB,146409,2022,5828,Japan,29.0,204cm,76,5.85,62,56.36%,4.77,10,10.42%,0.77,4,2.74%,0.31
8.0,Sekita Masahiro,S,133009,2022,5828,Japan,29.0,175cm,8,0.62,4,57.14%,0.31,1,2.44%,0.08,3,2.33%,0.23
10.0,Takahashi Kentaro,MB,142561,2022,5828,Japan,28.0,202cm,42,4.67,31,70.45%,3.44,11,20.00%,1.22,0,0.00%,0.00
11.0,Tomita Shoma,OH,178761,2022,5828,Japan,25.0,190cm,4,0.50,4,22.22%,0.50,0,0.00%,0.00,0,0.00%,0.00
12.0,Takahashi Ran,OH,178762,2022,5828,Japan,21.0,188cm,78,6.00,69,46.00%,5.31,1,3.12%,0.08,8,6.50%,0.62
13.0,Ogawa Tomohiro,L,180990,2022,5828,Japan,26.0,176cm,0,0.00,0,-,-,0,-,-,0,-,-
14.0,Ishikawa Yuki,OH,142568,2022,5828,Japan,27.0,191cm,164,13.67,122,49.19%,10.17,13,22.41%,1.08,29,17.37%,2.42
18.0,Nishiyama Hiroto,O,192453,2022,5828,Japan,20.0,193cm,-,-,-,-,-,-,-,-,-,-,-
20.0,Yamamoto Tomohiro,L,172893,2022,5828,Japan,28.0,171cm,0,0.00,0,-,-,0,-,-,0,-,-
21.0,Eiro Motoki,S,142562,2022,5828,Japan,26.0,192cm,4,1.00,3,60.00%,0.75,1,9.09%,0.25,0,0.00%,0.00
28.0,Evbade-Dan Larry Ik,MB,189039,2022,5828,Japan,22.0,195cm,-,-,-,-,-,-,-,-,-,-,-
,Philippe Blain,COACH,N/A,2022,5828,,,,,,,,,,,,,,
1.0,Korenblek Siebe,MB,188782,2022,5829,Netherlands,20.0,215cm,-,-,-,-,-,-,-,-,-,-,-
2.0,Keemink Wessel,S,141546,2022,5829,Netherlands,29.0,197cm,20,1.54,13,61.90%,1.00,5,11.11%,0.38,2,1.43%,0.15
3.0,Van Garderen Maarten,OH,139929,2022,5829,Netherlands,33.0,200cm,37,4.11,31,37.80%,3.44,5,26.32%,0.56,1,2.22%,0.11
4.0,Ter Horst Thijs,OH,137345,2022,5829,Netherlands,31.0,204cm,78,6.50,66,51.16%,5.50,7,24.14%,0.58,5,7.94%,0.42
5.0,van Der Ent Cornelis Luuc,MB,169921,2022,5829,Netherlands,24.0,208cm,11,0.85,3,23.08%,0.23,5,16.67%,0.38,3,7.32%,0.23
6.0,Meijs Silvester,S,188784,2022,5829,Netherlands,21.0,202cm,-,-,-,-,-,-,-,-,-,-,-
7.0,Jorna Gijs,OH,131980,2022,5829,Netherlands,33.0,196cm,47,3.62,39,37.50%,3.00,4,20.00%,0.31,4,4.12%,0.31
8.0,Plak Fabian,MB,156678,2022,5829,Netherlands,25.0,198cm,85,6.54,57,64.77%,4.38,19,19.59%,1.46,9,7.38%,0.69
12.0,Tuinstra Bennie Junior,OH,170436,2022,5829,Netherlands,22.0,200cm,122,9.38,99,44.00%,7.62,8,17.39%,0.62,15,10.27%,1.15
14.0,Abdel-Aziz Nimir,O,137498,2022,5829,Netherlands,31.0,201cm,247,19.00,207,50.49%,15.92,10,18.52%,0.77,30,17.14%,2.31
16.0,Ter Maat Wouter,O,154521,2022,5829,Netherlands,31.0,200cm,-,-,-,-,-,-,-,-,-,-,-
18.0,Andringa Robbert,L,121992,2022,5829,Netherlands,32.0,192cm,0,0.00,0,-,-,0,-,-,0,-,-
22.0,Wiltenburg Twan,MB,150703,2022,5829,Netherlands,26.0,205cm,43,3.31,20,47.62%,1.54,19,21.59%,1.46,4,3.64%,0.31
30.0,Lipke Niels,L,188785,2022,5829,Netherlands,20.0,180cm,-,-,-,-,-,-,-,-,-,-,-
,Roberto Piazza,COACH,N/A,2022,5829,,,,,,,,,,,,,,
3.0,Popiwczak Jakub,L,153388,2022,5830,Poland,26.0,180cm,0,0.00,0,-,-,0,-,-,0,-,-
5.0,Kaczmarek Lukasz,O,162105,2022,5830,Poland,28.0,204cm,39,3.55,33,48.53%,3.00,3,25.00%,0.27,3,5.77%,0.27
6.0,Kurek Bartosz,O,115806,2022,5830,Poland,34.0,205cm,134,12.18,111,51.87%,10.09,10,30.30%,0.91,13,11.30%,1.18
9.0,Leon Venero Wilfredo,OH,119646,2022,5830,Poland,29.0,202cm,-,-,-,-,-,-,-,-,-,-,-
10.0,Bednorz Bartosz,OH,150742,2022,5830,Poland,28.0,201cm,25,3.57,23,56.10%,3.29,1,33.33%,0.14,1,4.00%,0.14
11.0,Sliwka Aleksander,OH,142679,2022,5830,Poland,27.0,196cm,68,6.18,59,50.86%,5.36,4,16.67%,0.36,5,5.68%,0.45
12.0,Lomacz Grzegorz,S,115794,2022,5830,Poland,35.0,187cm,0,0.00,0,-,-,0,0.00%,0.00,0,0.00%,0.00
15.0,Kochanowski Jakub,MB,152870,2022,5830,Poland,25.0,199cm,84,5.60,54,59.34%,3.60,19,21.84%,1.27,11,7.59%,0.73
16.0,Semeniuk Kamil,OH,153395,2022,5830,Poland,26.0,195cm,104,9.45,86,48.31%,7.82,9,25.71%,0.82,9,7.56%,0.82
17.0,Zatorski Pawel,L,118614,2022,5830,Poland,32.0,184cm,0,0.00,0,-,-,0,-,-,0,-,-
19.0,Janusz Marcin,S,165942,2022,5830,Poland,28.0,196cm,8,0.73,1,33.33%,0.09,4,12.90%,0.36,3,3.90%,0.27
20.0,Bieniek Mateusz,MB,150734,2022,5830,Poland,28.0,210cm,83,7.55,53,62.35%,4.82,9,13.43%,0.82,21,13.73%,1.91
21.0,Fornal Tomasz,OH,152866,2022,5830,Poland,25.0,198cm,95,6.33,77,53.10%,5.13,7,17.07%,0.47,11,11.83%,0.73
99.0,Huber Norbert,MB,152869,2022,5830,Poland,24.0,204cm,-,-,-,-,-,-,-,-,-,-,-
,Nikola Grbić,COACH,N/A,2022,5830,,,,,,,,,,,,,,
2.0,Kovacevic Uros,OH,124926,2022,5831,Serbia,29.0,197cm,-,-,-,-,-,-,-,-,-,-,-
3.0,Kapur Milorad,L,136360,2022,5831,Serbia,32.0,181cm,-,-,-,-,-,-,-,-,-,-,-
4.0,Mašulović Veljko,OH,192041,2022,5831,Serbia,20.0,198cm,-,-,-,-,-,-,-,-,-,-,-
7.0,Krsmanovic Petar,MB,146579,2022,5831,Serbia,32.0,205cm,10,1.25,9,50.00%,1.12,1,5.56%,0.12,0,0.00%,0.00
8.0,Ivovic Marko,OH,132022,2022,5831,Serbia,32.0,194cm,-,-,-,-,-,-,-,-,-,-,-
10.0,Kujundžić Miran,OH,162122,2022,5831,Serbia,25.0,196cm,119,9.92,98,50.26%,8.17,6,23.08%,0.50,15,10.14%,1.25
11.0,Batak Aleksa,S,173249,2022,5831,Serbia,23.0,198cm,-,-,-,-,-,-,-,-,-,-,-
12.0,Peric Pavle,OH,173251,2022,5831,Serbia,24.0,207cm,130,10.83,109,45.99%,9.08,11,25.58%,0.92,10,7.81%,0.83
15.0,Masulovic Nemanja,MB,150382,2022,5831,Serbia,27.0,205cm,65,5.42,52,60.47%,4.33,11,12.79%,0.92,2,1.98%,0.17
16.0,Luburic Drazen,O,143794,2022,5831,Serbia,29.0,202cm,-,-,-,-,-,-,-,-,-,-,-
18.0,Podrascanin Marko,MB,116525,2022,5831,Serbia,35.0,204cm,28,3.50,18,56.25%,2.25,8,25.00%,1.00,2,3.85%,0.25
21.0,Todorovic Vuk,S,173250,2022,5831,Serbia,24.0,190cm,1,0.12,1,100%,0.12,0,0.00%,0.00,0,0.00%,0.00
23.0,Vucicevic Bozidar,O,168276,2022,5831,Serbia,24.0,205cm,19,4.75,13,34.21%,3.25,2,50.00%,0.50,4,20.00%,1.00
29.0,Nedeljkovic Aleksandar,MB,164985,2022,5831,Serbia,25.0,205cm,28,7.00,18,54.55%,4.50,7,14.58%,1.75,3,5.00%,0.75
,Igor Kolaković,COACH,N/A,2022,5831,,,,,,,,,,,,,,
2.0,Pajenk Alen,MB,114962,2022,5832,Slovenia,36.0,203cm,70,5.83,54,60.67%,4.50,12,20.69%,1.00,4,3.85%,0.33
3.0,Planinšič Uroš,S,168715,2022,5832,Slovenia,24.0,186cm,0,0.00,0,-,-,0,0.00%,0.00,0,0.00%,0.00
4.0,Kozamernik Jan,MB,151391,2022,5832,Slovenia,27.0,204cm,71,5.92,45,61.64%,3.75,22,25.00%,1.83,4,2.82%,0.33
5.0,Kök Matej,OH,151405,2022,5832,Slovenia,26.0,196cm,-,-,-,-,-,-,-,-,-,-,-
6.0,Toman Urban,L,161756,2022,5832,Slovenia,25.0,185cm,-,-,-,-,-,-,-,-,-,-,-
10.0,Štalekar Sašo,MB,151404,2022,5832,Slovenia,26.0,214cm,2,0.50,1,20.00%,0.25,1,9.09%,0.25,0,0.00%,0.00
11.0,Koncilja Danijel,MB,144483,2022,5832,Slovenia,32.0,201cm,29,2.42,25,51.02%,2.08,4,14.81%,0.33,0,0.00%,0.00
13.0,Kovačič Jani,L,144415,2022,5832,Slovenia,30.0,186cm,0,0.00,0,-,-,0,-,-,0,-,-
14.0,Štern Žiga,OH,155920,2022,5832,Slovenia,29.0,193cm,53,4.42,50,45.45%,4.17,3,18.75%,0.25,0,0.00%,0.00
16.0,Ropret Gregor,S,119018,2022,5832,Slovenia,34.0,192cm,14,1.17,4,50.00%,0.33,5,18.52%,0.42,5,4.20%,0.42
17.0,Urnaut Tine,OH,114957,2022,5832,Slovenia,34.0,200cm,55,6.88,46,43.81%,5.75,3,17.65%,0.38,6,10.00%,0.75
18.0,Čebulj Klemen,OH,136918,2022,5832,Slovenia,31.0,202cm,45,11.25,39,43.82%,9.75,3,21.43%,0.75,3,5.66%,0.75
19.0,Možič Rok,OH,168747,2022,5832,Slovenia,21.0,200cm,141,11.75,123,48.62%,10.25,15,27.78%,1.25,3,2.78%,0.25
20.0,Mujanovič Nik,O,182325,2022,5832,Slovenia,18.0,206cm,-,-,-,-,-,-,-,-,-,-,-
,Gheorghe Cretu,COACH,N/A,2022,5832,,,,,,,,,,,,,,
1.0,Anderson Matthew,O,118893,2022,5833,United States,35.0,202cm,-,-,-,-,-,-,-,-,-,-,-
2.0,Russell Aaron,OH,132624,2022,5833,United States,29.0,205cm,197,13.13,162,50.00%,10.80,14,18.42%,0.93,21,10.88%,1.40
4.0,Jendryk II Jeffrey,MB,147721,2022,5833,United States,27.0,208cm,107,7.13,79,65.83%,5.27,21,13.73%,1.40,7,4.09%,0.47
8.0,Defalco Torey,OH,139254,2022,5833,United States,25.0,198cm,180,16.36,157,55.09%,14.27,9,13.04%,0.82,14,7.41%,1.27
9.0,Hanes Jake,O,170104,2022,5833,United States,24.0,210cm,36,4.50,33,47.83%,4.12,2,12.50%,0.25,1,2.63%,0.12
10.0,Dagostino Kyle,L,142445,2022,5833,United States,27.0,175cm,0,0.00,0,-,-,0,-,-,0,-,-
11.0,Christenson Micah,S,124879,2022,5833,United States,29.0,198cm,25,3.57,9,56.25%,1.29,11,25.00%,1.57,5,4.46%,0.71
12.0,Holt Maxwell,MB,118901,2022,5833,United States,36.0,205cm,-,-,-,-,-,-,-,-,-,-,-
14.0,Ma'a Micah,S,147421,2022,5833,United States,25.0,192cm,-,-,-,-,-,-,-,-,-,-,-
17.0,Jaeschke Thomas,OH,143682,2022,5833,United States,29.0,198cm,33,4.12,25,37.31%,3.12,5,33.33%,0.62,3,6.67%,0.38
18.0,Muagututia Garrett,OH,133463,2022,5833,United States,35.0,205cm,27,2.45,27,56.25%,2.45,0,0.00%,0.00,0,0.00%,0.00
19.0,Averill Taylor,MB,148120,2022,5833,United States,31.0,201cm,-,-,-,-,-,-,-,-,-,-,-
20.0,Smith David,MB,116069,2022,5833,United States,37.0,201cm,108,7.20,67,63.21%,4.47,32,22.54%,2.13,9,5.23%,0.60
22.0,Shoji Erik,L,119732,2022,5833,United States,33.0,184cm,0,0.00,0,-,-,0,-,-,0,-,-
,John Speraw,COACH,N/A,2022,5833,,,,,,,,,,,,,,
1.0,Sanchez Matias,S,142412,2023,5818,Argentina,27.0,175cm,1,0.08,0,0.00%,0.00,0,0.00%,0.00,1,1.61%,0.08
3.0,Martinez Franchi Jan,U,142410,2023,5818,Argentina,26.0,190cm,28,2.15,25,38.46%,1.92,2,12.50%,0.15,1,2.86%,0.08
4.0,Gallego Joaquin,MB,142411,2023,5818,Argentina,27.0,204cm,20,1.54,14,46.67%,1.08,6,19.35%,0.46,0,0.00%,0.00
7.0,Palonsky Luciano,OH,162546,2023,5818,Argentina,24.0,198cm,183,14.08,151,49.35%,11.62,13,18.84%,1.00,19,9.31%,1.46
8.0,Loser Agustin,MB,152692,2023,5818,Argentina,26.0,198cm,168,12.92,103,63.98%,7.92,53,32.52%,4.08,12,5.56%,0.92
9.0,Danani Santiago,L,153053,2023,5818,Argentina,28.0,176cm,0,0.00,0,-,-,0,-,-,0,-,-
10.0,Zelayeta Mauro,OH,160816,2023,5818,Argentina,24.0,190cm,1,0.08,1,100%,0.08,0,-,-,0,0.00%,0.00
11.0,Armoa Manuel,OH,174853,2023,5818,Argentina,21.0,195cm,14,1.08,10,45.45%,0.77,1,25.00%,0.08,3,15.79%,0.23
12.0,Lima Bruno,O,142415,2023,5818,Argentina,28.0,198cm,133,10.23,119,52.65%,9.15,7,11.48%,0.54,7,5.22%,0.54
15.0,De Cecco Luciano,S,117457,2023,5818,Argentina,35.0,191cm,16,1.78,7,50.00%,0.78,5,12.20%,0.56,4,3.03%,0.44
16.0,Koukartsev Pablo Sergio,O,141282,2023,5818,Argentina,30.0,203cm,90,6.92,81,43.09%,6.23,6,20.69%,0.46,3,3.57%,0.23
17.0,Vicentin Luciano,OH,163555,2023,5818,Argentina,23.0,197cm,133,10.23,112,38.62%,8.62,15,19.48%,1.15,6,4.00%,0.46
18.0,Ramos Martin,MB,125047,2023,5818,Argentina,32.0,197cm,26,2.00,18,60.00%,1.38,8,25.00%,0.62,0,0.00%,0.00
22.0,Zerba Nicolas,MB,162543,2023,5818,Argentina,24.0,203cm,52,4.00,40,53.33%,3.08,9,10.47%,0.69,3,3.03%,0.23
,Marcelo Rodolfo Mendez,COACH,N/A,2023,5818,,,,,,,,,,,,,,
1.0,Rezende Bruno Mossa,S,116099,2023,5819,Brazil,37.0,190cm,15,1.15,5,45.45%,0.38,6,9.52%,0.46,4,2.48%,0.31
4.0,Rodrigues Pinto Otávio Henrique,MB,125010,2023,5819,Brazil,33.0,200cm,68,5.23,47,67.14%,3.62,13,16.25%,1.00,8,6.40%,0.62
6.0,Fernandes P.X.Cavalcante Adriano,OH,174908,2023,5819,Brazil,22.0,201cm,34,2.62,30,41.10%,2.31,3,12.50%,0.23,1,2.08%,0.08
8.0,Honorato Henrique Dantas Nóbrega,OH,161930,2023,5819,Brazil,27.0,190cm,97,7.46,77,42.08%,5.92,15,23.44%,1.15,5,3.52%,0.38
9.0,Leal Hidalgo Yoandy,OH,118928,2023,5819,Brazil,35.0,202cm,2,2.00,2,50.00%,2.00,0,0.00%,0.00,0,0.00%,0.00
14.0,Gil Kreling Fernando,S,142744,2023,5819,Brazil,28.0,186cm,1,0.08,1,33.33%,0.08,0,0.00%,0.00,0,0.00%,0.00
15.0,Nascimento Maique Reis,L,161939,2023,5819,Brazil,26.0,187cm,0,0.00,0,-,-,0,-,-,0,-,-
16.0,Saatkamp Lucas,MB,116081,2023,5819,Brazil,38.0,209cm,46,5.11,32,49.23%,3.56,9,14.06%,1.00,5,6.67%,0.56
17.0,Hoss Thales,L,118916,2023,5819,Brazil,34.0,190cm,0,0.00,0,-,-,0,-,-,0,-,-
18.0,Souza Ricardo Lucarelli,OH,136468,2023,5819,Brazil,32.0,196cm,185,14.23,154,49.36%,11.85,12,16.44%,0.92,19,9.18%,1.46
19.0,Moreira Roque Felipe,O,161921,2023,5819,Brazil,26.0,212cm,39,4.33,32,59.26%,3.56,6,35.29%,0.67,1,4.00%,0.11
21.0,Souza Alan,O,136947,2023,5819,Brazil,30.0,202cm,177,13.62,162,52.60%,12.46,8,8.99%,0.62,7,5.43%,0.54
23.0,Resende Gualberto Flavio,MB,136956,2023,5819,Brazil,30.0,199cm,80,6.15,56,61.54%,4.31,22,20.00%,1.69,2,1.79%,0.15
30.0,Nunes da Cunha Jr Judson Amabel,MB,187493,2023,5819,Brazil,25.0,204cm,51,3.92,45,72.58%,3.46,6,12.00%,0.46,0,0.00%,0.00
,Renan Dal Zotto,COACH,N/A,2023,5819,,,,,,,,,,,,,,
3.0,Kolev Nikolay,MB,173067,2023,5820,Bulgaria,26.0,204cm,54,4.50,41,63.08%,3.42,9,12.68%,0.75,4,4.71%,0.33
4.0,Atanasov Martin,OH,156676,2023,5820,Bulgaria,27.0,197cm,121,10.08,100,49.50%,8.33,13,24.53%,1.08,8,6.06%,0.67
5.0,Gotsev Svetoslav,MB,132035,2023,5820,Bulgaria,33.0,205cm,24,2.00,15,48.39%,1.25,9,28.12%,0.75,0,0.00%,0.00
8.0,Asparuhov Asparuh,OH,168269,2023,5820,Bulgaria,23.0,201cm,79,6.58,71,44.10%,5.92,6,17.65%,0.50,2,2.86%,0.17
9.0,Seganov Georgi,S,137012,2023,5820,Bulgaria,30.0,197cm,8,0.67,2,13.33%,0.17,5,12.50%,0.42,1,0.81%,0.08
10.0,Karyagin Denis,OH,174445,2023,5820,Bulgaria,21.0,206cm,42,3.50,36,43.90%,3.00,5,21.74%,0.42,1,2.38%,0.08
11.0,Grozdanov Aleks,MB,152619,2023,5820,Bulgaria,25.0,208cm,79,6.58,53,54.64%,4.42,23,23.96%,1.92,3,2.01%,0.25
12.0,Dimitrov Dimitar,O,180587,2023,5820,Bulgaria,23.0,208cm,82,6.83,69,37.10%,5.75,8,25.81%,0.67,5,5.10%,0.42
13.0,Salparov Teodor,L,113691,2023,5820,Bulgaria,41.0,187cm,0,0.00,0,-,-,0,-,-,0,-,-
14.0,Bozhilov Martin,L,135372,2023,5820,Bulgaria,35.0,190cm,0,0.00,0,-,-,0,-,-,0,-,-
15.0,Raev Delcho,S,124986,2023,5820,Bulgaria,33.0,185cm,0,0.00,0,-,-,0,0.00%,0.00,0,0.00%,0.00
17.0,Penchev Nikolay,OH,132033,2023,5820,Bulgaria,31.0,197cm,15,1.88,13,36.11%,1.62,2,14.29%,0.25,0,0.00%,0.00
20.0,Bratoev Valentin,OH,118486,2023,5820,Bulgaria,36.0,203cm,7,1.75,5,29.41%,1.25,1,14.29%,0.25,1,4.55%,0.25
24.0,Petkov Iliya,MB,168268,2023,5820,Bulgaria,27.0,200cm,17,1.42,12,54.55%,1.00,2,10.53%,0.17,3,5.77%,0.25
,Plamen Konstantinov,COACH,N/A,2023,5820,,,,,,,,,,,,,,
1.0,Eshenko Pearson,MB,157324,2023,5821,Canada,26.0,204cm,39,3.25,31,62.00%,2.58,6,9.23%,0.50,2,2.33%,0.17
2.0,Herr Luke,S,165212,2023,5821,Canada,29.0,192cm,13,1.08,2,50.00%,0.17,8,18.18%,0.67,3,2.63%,0.25
4.0,Hoag Nicholas,OH,136291,2023,5821,Canada,31.0,200cm,98,8.17,84,42.21%,7.00,4,9.09%,0.33,10,5.92%,0.83
5.0,Hofer Brodie,OH,168914,2023,5821,Canada,23.0,200cm,19,1.58,18,36.00%,1.50,0,0.00%,0.00,1,2.78%,0.08
6.0,Demyanenko Danny,MB,140042,2023,5821,Canada,29.0,196cm,80,6.67,57,61.96%,4.75,16,16.16%,1.33,7,5.11%,0.58
7.0,Maar Stephen Timothy,OH,140061,2023,5821,Canada,29.0,201cm,140,11.67,117,41.49%,9.75,15,20.55%,1.25,8,6.84%,0.67
8.0,Walsh Brett James,S,143745,2023,5821,Canada,30.0,196cm,3,0.38,0,-,-,1,7.69%,0.12,2,8.70%,0.25
10.0,Sclater Ryan Joseph,O,140428,2023,5821,Canada,30.0,200cm,132,11.00,114,47.11%,9.50,11,24.44%,0.92,7,7.22%,0.58
12.0,Van Berkel Lucas,MB,136296,2023,5821,Canada,32.0,210cm,39,3.25,30,53.57%,2.50,9,10.47%,0.75,0,0.00%,0.00
13.0,Cooper Samuel,OH,182679,2023,5821,Canada,22.0,200cm,27,3.38,21,42.86%,2.62,2,50.00%,0.25,4,25.00%,0.50
14.0,Szwarc Arthur,O,151871,2023,5821,Canada,28.0,209cm,96,8.00,80,50.31%,6.67,7,24.14%,0.58,9,11.25%,0.75
18.0,Lui Justin,L,168925,2023,5821,Canada,23.0,178cm,0,0.00,0,-,-,0,-,-,0,-,-
97.0,Currie Landon,L,168923,2023,5821,Canada,24.0,174cm,0,0.00,0,-,-,0,-,-,0,-,-
99.0,Elser Mathias,OH,168908,2023,5821,Canada,22.0,198cm,19,1.58,17,37.78%,1.42,2,16.67%,0.17,0,0.00%,0.00
,Tuomas Sammelvuo,COACH,N/A,2023,5821,,,,,,,,,,,,,,
1.0,Wang Dongchen,MB,173184,2023,5822,China,23.0,200cm,32,2.67,21,45.65%,1.75,8,22.22%,0.67,3,4.35%,0.25
2.0,Jiang Chuan,O,142855,2023,5822,China,29.0,205cm,104,8.67,94,44.55%,7.83,6,13.95%,0.50,4,4.21%,0.33
3.0,Wang Hebin,S,174297,2023,5822,China,24.0,188cm,16,1.33,5,35.71%,0.42,8,17.02%,0.67,3,2.38%,0.25
5.0,Yang Yiming,L,174295,2023,5822,China,24.0,186cm,0,0.00,0,-,-,0,-,-,0,-,-
6.0,Yu Yuantai,OH,152518,2023,5822,China,26.0,186cm,92,7.67,83,50.92%,6.92,4,15.38%,0.33,5,4.67%,0.42
8.0,Guo Cheng,S,164632,2023,5822,China,28.0,200cm,2,0.17,0,0.00%,0.00,2,28.57%,0.17,0,0.00%,0.00
9.0,Li Yongzhen,MB,181103,2023,5822,China,25.0,198cm,71,5.92,49,60.49%,4.08,18,19.35%,1.50,4,4.08%,0.33
